customer_id,emotion,count,timestamp,source,session_id
123,Neutral,1,2025-04-16 17:13:57,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:57,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:57,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:58,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:58,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:58,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:58,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:58,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:58,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:58,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:59,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:59,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:59,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:59,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:59,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:13:59,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:00,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:00,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:00,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:00,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:01,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:01,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:01,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:02,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:02,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:02,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:02,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:03,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:03,Camera,SESSION_5921
123,Neutral,1,2025-04-16 17:14:03,Camera,SESSION_5921
